id,nb_images,longueur_image,largeur_image,description_produit,taille,annee,couleur,prix,categorie,nom_produit,delai_vente
84,3,3605.0,1734.0,"Robe courte, sans manches.
Effet 2en1, avec un haut chemisier transparent à motif léopard, décolleté volanté et pattes décoratives aux épaules.
Jupe ajustée avec coutures fantaisies sur le devant.
Il manque la ceinture.

La robe s'enfile par la tête et n'a pas de zip de fermeture.

Taille S",S,,Noir,9.0,label selection,Robe effet 2en1 Morgan,2
85,4,1000.0,404.0,"Fermeture avec bouton et fermeture Eclair
2 poches sur le côté et 2 poches arrière",44,,Bleu,8.0,mode,JEAN HOMME LEVI STRAUSS BLEU COUTURE TOURNANTE,2
86,1,996.0,1000.0,Cassette seule pour SNES du jeu Super Mario Kart. Le jeu est testé et fonctionne. Petite écornure sur l'étiquette. Jeu en version FAH.,,,,10.0,enfance,Jeu SNES Super Mario Kart,0
87,5,2448.0,2448.0,"A vendre un grand Bougeoir décoratif
en très bon état.

Hauteur: 67 cm.",,,Marron,15.0,mobilier - deco,,0
88,1,1012.0,1011.0,Belle lampe de bureau années 60  bon état,,,Ecru,40.0,label selection,Lampe de bureau,0
89,1,960.0,1280.0,"Poste CB Superstar 3900 .
Émetteur récepteur AM-FM-SSB-CW distribuer par CRT France. dans sa boite d'origine.
Avec micro et notice, sans antenne  ",,,Noir,50.0,mobilier - deco,CB Superstar 3900 ,0
90,4,1536.0,1536.0,Haut femme Guess by Marciano écru avec bordure dorée.. Composition : synthétique.  Taille : 2,T2,,Ecru,9.0,mode,,2
91,3,900.0,675.0,"<p><strong>Jupe Courte Femme NAF NAF</strong></p>
<p>Taille 36</p>
<p>Couleur Grise</p>
<p>Neuve Avec Étiquette</p>",36,,Gris,6.0,mode,NAF NAF - T36 ( ref.f43 ),2
92,5,900.0,675.0,"<p><strong>Robe Femme BNK </strong></p>
<p>Manches Courtes</p>
<p>Taille 44</p>
<p>Couleur Noire Bronze</p>
<p>Fermeture Zippée Dans le Dos</p>
<p>Neuve avec Étiquette</p>",44,,,12.0,mode,BNK - T44 ( ref.d217 ),2
93,4,900.0,675.0,"<p><strong>Veste Femme 1.2.3</strong></p>
<p>Habillée - Courte</p>
<p>Taille 46</p>
<p>Couleur Bleue Marine</p>
<p>Sans Fermeture - Juste à Enfiler</p>
<p>Très Bon Etat - Neuve avec Étiquette</p>",46,,Bleu,7.0,mode,UN DEUX TROIS - T46 ( ref.j38 ),2
94,2,2792.0,3270.0,"Beau Cendrier publicitaire William Grant's de couleur jaune et de forme ronde / triangulaire ! . Logo sur les trois faces "" William Grant's Family Reserve Finest Scotch Whisky . A poser sur votre table lors de l'apéro pour y donner un coté bistrot .
12 cm x 4 cm .",,,Jaune,4.5,mobilier - deco,Cendrier publicitaire William Grant's,2
95,4,2448.0,2448.0,"Poupée ancienne plastique

Dimensions : 48 cm
Plastique

Habillée à l'ancienne avec une belle robe velour bleue, couronnée de dentelles. Coiffe ancienne sur la chevelure rousse, yeux bleus et taches de rousseur. Dentelle un peu décousue sur le col de la robe.

Une jolie poupée qui n'attend que l'imaginaire d'une petite fille pour repartir vers de nouvelles aventures !


",,,Blanc,10.0,label selection,Poupée ancienne plastique,0
96,5,2448.0,2448.0,"Ensemble pyjama homme motifs pantoufles TOM CROSS. 

Chemise T 4. 
- Col arrondis. 
- Fermeture boutonnée. 
- Manches longues. 
- 1 poche côté coeur. 
- 100% coton. 
- Motifs pantoufles.
 
Pantalon T4. 
- Taille élastique. 
- Fermeture boutonnée. 
- Coupe droite. 
- 100% coton. 
- Motifs pantoufles. 

Taille : 4. 
Matière : 100% coton.",T4,,Bleu,8.0,mode,Ensemble pyjama homme motifs pantoufles TOM CROSS ,1
97,2,2000.0,2000.0,"Cette scie électromagnétique de la marque Maxicraft est une ""Hobby Kid 43700"".
Elle fonctionne sur du 230V.",,,Multicolore,80.0,loisirs,Scie électromagnétique à col de cygne  Maxicraft,0
98,2,4608.0,3072.0,"Lot de 2 Papyrus Égyptien en couleur.

Dimensions: 
-le petit: 18 x 30 cm
-le grand 30 x 45 cm
Poids: 161 grammes",,,Multicolore,25.0,mobilier - deco,Lot de 2 Papyrus Égyptien en couleur ,2
99,3,3674.0,2264.0,"Veste à manches longues en tulle transparent, avec applications de feuilles en cuir.
Col Mao et ceinture amovible.
Coupe ajustée, rehaussée par de subtiles épaulettes.
Curseur de tirette stylisé.
Traces de décoloration sur la ceinture.

Taille M
Prix d'origine : 289€",M,,Bleu,40.0,label selection,Veste à découpe en cuir,1
100,8,2448.0,2448.0,"Robe macramé à épaules dénudées femme LUC.CE. 

- Haut sans bretelles à bustier intégré pour une allure parfaitement seyante.
- Coupe moulante et partie jupe tournoyante.
- Fermeture zippée côté gauche. 
- Entièrement doublée. 

Taille: M/L. 
Matière: 95% polyester, 5% élasthanne. ",M,,Noir,6.0,mode,Robe macramé à épaules dénudées femme LUC.CE ,1
101,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Collectif paru en 2003 aux éditions J'Ai Lu<br/>Thème : LITTÉRATURE GÉNÉRALE - Romans.</strong></p><p>A propos de cet exemplaire de ""Une soirée entre filles Nouvelles"": couverture souple, format poche , bon état.<br/>  Coins frottés. Code ISBN de référence pour ce livre : 9782290323199<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2003.0,,2.0,librairie,Une soirée entre filles Nouvelles - Collectif,2
102,9,1100.0,1100.0,"La Peste, Albert Camus. Coffret de 2 volumes, 227 et 198 pages. Illustrations d'Edy-Legrand. Format du coffret 24 x 31 x 8 cm.
Paris, Imprimerie Nationale, novembre 1962. Editeur: André Sauret. En Très bon état. L'une des œuvres les plus connues de Camus s'inscrivant dans son cycle de la révolte. Un récit en cinq actes qui retrace l'épidémie de peste qu'a connu la ville d'Oran dans les années 40.",,1962.0,,70.0,librairie,"Coffret ""La peste"" - 2 volumes - Albert Camus",2
103,2,2697.0,3421.0,"Porter cette veste de survêtement Nike DRI-FIT thermal lors de votre séance de sport . Légère et agréable à porter vous serez parfaitement à l'aise . Veste zippée , deux poches sur le coté , logo gris de la marque au niveau de la poitrine , encolure ruban Nike .
Taille XL , longueur 87 x 63 largeur .",XL,,Noir,12.0,mode,Veste Nike DRI-FIT homme taille XL ,1
104,7,2448.0,2448.0,"Veste en cuir pour femme de marque GIORGIO 
Taille : non renseigné , estimé à une taille L
Colorie : noire
Composition : 100 % cuir d'agneau
Description : 1 poche plate en cuir intérieur gauche
2 poches passepoilées sur le coté bas
Fermeture centrale zippée
 Une silhouette unique, le vêtement Giorgio pour Femme est incontournable dans le vestiaire d'une femme aimant la mode",L,,Noir,30.0,mode,Veste en cuir pour femme de marque GIORGIO,1
105,4,2200.0,2200.0,"Nagharettes, instrument traditionnel oriental constitué de 2 pots de terre cuite recouverts de peau de chèvre.  
Une fissure sous le petit pot et quelques éclats dans le décor. 
",,,,5.0,loisirs,Nagharettes Instrument à percussions oriental,0
106,3,1080.0,1920.0,Guitare jazz Paul Beuscher manche recollé,,,Marron,80.0,loisirs,Guitare jazz Paul Beuscher ,1
107,4,1000.0,1000.0,"Pour naviguer au printemps sur les bords de Marne au rendez-vous des guinguettes... Très beau canotier, début XXe, taille environ 54. En parfait état. Marque : The sport, 19 boulevard Montmartre Paris.",,,,18.0,label selection,Chapeau cannotier,2
108,3,2608.0,2433.0,Livre portant sur la traite des travaux de jardinage . Nombreuses planches de photos hélio gravées en sépia et d'illustrations en noir et blanc .,,,Multicolore,20.0,librairie,"Livre  "" Guide Clause """,0
109,4,1536.0,1536.0,"Jean homme Kenzo, plastifié au niveau des genoux. Petit défaut sur le haut du plastifié genou gauche (photo). Taille 44. Longueur de jambe 115 cm. Bon état.",44,,Bleu,12.0,mode,Jean homme KENZO - Taille 44,2
110,3,2379.0,2310.0,Votre petite fille pourra faire de cette peluche licorne bleue son doudou . Elle pourra l'emporter partout de par sa taille et légèreté ( 26 x 27 cm ) et dormir avec elle . Quelques tissu brillant pour lui donner un coté magique / imaginaire .,,,Bleu,3.0,enfance,Peluche licorne bleue ,2
111,5,3866.0,2694.0,"Craquez pour ce magnifique poupon qui plaira a toute les petites filles. Il et accompagner d'un jolie pyjamas vert avec un petit mouton. Corps en plastique, tête en celluloid, jambe et bras articulé, tête tournante yeux dormeur .
Dimension : Hauteur 54 cm
Largeur 24 cm",,,Multicolore,10.0,enfance,Poupon Ratti,1
112,3,2268.0,1955.0,"Panneau publicitaire Laiterie SAINT CYPRIEN
en métal
Dimension : 38,5 x 26,5 cm",,,,23.0,mobilier - deco,Panneau publicitaire Laiterie St Cyprien,0
113,6,538.0,538.0,"""2 novembre"" de Maurice Barrès édité par Pierre de Tartas 1979 et spécialement imprimé pour Louis Pauwels, signé par André Jacquemin.

Tirage à 346 exemplaires dont 56 sur Japon nacré et 290 sur grand vélin d'Arches. 8 gravures en double page et de nombreuses lithographies d'André Jacquemin. Folio en feuille sous jaquette illustrée et gaufrée, sous emboitage.
Tous les exemplaires sont signés par l'artiste, l'éditeur et visé par huissier de justice.
Très bel exemplaire, emboîtage, couverture et intérieur en très bon état.",,,,200.0,librairie,"Livre ""2 novembre"" par André Jacquemin imprimé pour Louis Pauwels",2
114,5,1024.0,761.0,"L'Île au trésor (titre original : Treasure Island) est un roman d'aventures écrit par Robert Louis Stevenson. L’œuvre a d'abord paru dans le magazine écossais pour enfants Young Folks du 1er octobre 1881 au 28 janvier 1882 sous la forme de feuilleton signé « Captain George North », puis sous la forme de livre en 1883, après que Stevenson eut apporté de nombreuses modifications à son texte1.En France, le roman paraît pour la première fois en 1885 aux éditions Hetzel.

",,,,51.0,librairie,L'ile Au Tresor ( Collection Hetzel 1884),2
115,4,1100.0,1100.0,"Pendule en marbre noir époque Napoléon III. Mécanisme à remontage manuel, clé de remontoir incluse. Bon état et fonctionnel. Hauteur: 35 cm, largeur: 24 cm, Profondeur: 13 cm",,,Noir,100.0,mobilier - deco,Pendule en marbre noir époque Napoléon III,2
116,6,2448.0,2448.0,"Top manches longues petit col pointu femme PROMOD. 

- Petit col pointu noir. 
- Manches longues boutonnées. 
- Fermeture boutonnée au dos. 
- Motifs à carreaux. 
- Matière légère et agréable à porter. 

Taille: 38.
Matière: 100% polyester. ",38,,Ecru,4.0,mode,Top manches longues petit col pointu femme PROMOD ,1
117,3,1100.0,1100.0,"Micromètre en métal Tesa, 5-25 mm, 5 dents, dans son étui en bois. Instrument en bon état et parfaitement fonctionnel. Dimensions étui: 9 x 19 x 4 cm",,,Noir,19.0,mobilier - deco,Micromètre Tesa 25-45 mm; 5 dents,2
118,4,2448.0,2448.0,"Pull pour femme de la marque Bonobo 
Taille : M
Colories : marron / écru 
Composition : 83 % acrylique / 15 % mohair / 1 % autre fibre .
Description : col rond . Manches longues. Fermeture avant sur les cotés.
Finitions bords cotes .
On craque complètement pour ce pull Bonobo",M,,Marron,8.0,mode,Pull pour femme de la marque Bonobo ,0
119,6,2200.0,2200.0,"Coeur de nounours à prendre...

Ancien ours en peluche beige. 
Hauteur 40 cm env.
",,,,7.0,enfance,Ours peluche vintage 40 cm,2
120,3,2620.0,2620.0,"Carré de soie Guess, avec un motif de sac à main au centre.
Camaïeu de bruns/beiges et bordure brune avec impression de coutures.
Étiquette encore intacte.

Taille : 50 cm",TU,,Marron,20.0,mode,Foulard Guess,2
121,2,665.0,1024.0,Aéroplane Wright en plein vol – non datée,,,,6.0,loisirs,Carte postale 44,2
122,3,1080.0,810.0,"<p><strong>Jupe Femme DESIGUAL </strong></p>
<p>Mi Longue</p>
<p>Taille 38</p>
<p>Couleur Grise - Imprimé Vert Rouge Gris</p>
<p>Juste à Enfiler</p>
<p>Bon Etat</p>",38,,,13.0,mode,DESIGUAL - T38 ( ref.f100 ),2
123,3,2848.0,4272.0,"Nappe damassée 150 x 260 cm 
petits carreaux
monogramme ""AB"" 
Très bon état",,,Blanc,15.0,mobilier - deco,,2
124,9,480.0,480.0,"Ancien Briquet ""Flaminaire Quercia"" a gaz rechargeable avec son étui (RONSON), une petite brosse pour nettoyer et d'autres accessoires.
Objet vendu en l’état et non tester. ",,,Argenté,10.0,mobilier - deco,Briquet Ancien Flaminaire Quercia,1
125,7,2048.0,1536.0,"Un petit arbre de vie fait avec des fils de cuivre et de la roche en quartz rose de hauteur 15 cm.

Taille: 16 x 8 cm
Poids: 203 grammes

 La eboutique Emmaüs Alternatives vous propose un achat solidaire à travers une sélection d'objets de collection.",,,Rose,37.0,mobilier - deco,Petit arbre de vie en quartz rose - 15 cm ,0
126,2,1500.0,1324.0,"Le Q5 est un modèle récent de BlackBerry. Il est équipé du
traditionnel clavier AZERTY, mais également d'un écran tactile. Cela
facilite grandement à la fois les usages web du téléphone et son
utilisation plus classique, notamment pour rédiger des mails et des
messages grâce au grand confort du clavier (les touches sont bien
espacées). 

Il permet de prendre des photos de qualité honorable grâce à son
capteur de 5 Mpx. Et il dispose surtout d'une antenne de grande
qualité qui vous permettra de capter au mieux le réseau... 

Débloqué tout opérateur et reconditionné dans nos ateliers. 

> Etat correct / Garantie 6 mois 

Fourni dans une boite neutre, avec chargeur et batterie.",,,,74.0,multimédia,BlackBerry Q5 Débloqué - Etat correct,0
127,5,2386.0,3286.0,"Ancien appareil photo dans son étui en cuir marron . Vendu en l'état , pour collectionneur d'objet ancien . Manque la clé pour fermer l'étui .
Format = 19 x 10 x 4 cm .",,,Marron,10.0,loisirs,Ancien appareil photo dans son étui ,0
128,4,1000.0,759.0,"VESTE A EPAULETTES, A MANCHES COURTES
COULEUR NOIRE ET BLANCHE, RAYURES SUR BAS DE VESTE ET MANCHES
DEFAUT : PETITE TÂCHE SUR FACE AVANT PARTIE BLANCHE (VOIR PHOTO)
FERMETURE AVEC BOUTON",40,,Multicolore,5.0,mode,VESTE FEMME JENNYFER T 40,1
129,0,,,"Clochette de table en verre,mcg stanmore england.",,,,8.0,mobilier - deco,Clochette en verre,0
130,2,3829.0,2684.0,"Tunique avec effet de superposition, à manches 3/4.
Bretelles et liens décoratifs sur les côtés.
Zip sur le devant pour faciliter l'habillage.

Taille 42",42,,Noir,10.0,mode,Tunique La Mode Est à Vous,1
131,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Franck Linol paru en 2013 aux éditions Geste Éditions<br>Thème : LITTÉRATURE GÉNÉRALE - Romans et nouvelles de genre - Romans policiers.</strong></p><p>A propos de cet exemplaire de ""Lune de miel à la morgue"": couverture souple, format poche , bon état.<br>  Couverture cornée. Code ISBN de référence pour ce livre : 9782367460185<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2013.0,,4.0,librairie,Lune de miel à la morgue - Franck Linol,1
132,2,616.0,616.0,"<p><strong>Livre d'occasion écrit par Jardin Press paru en 2003 aux éditions Jardin Press.</strong></p><p>A propos de cet exemplaire de ""Ficus Bonsai - l'Art de Donner Forme a la Nature"": couverture souple, format moyen , état acceptable.<br>  Couverture légèrement défraîchie. Code ISBN de référence pour ce livre : 9788493326968<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2003.0,,5.8,librairie,Ficus Bonsai - l'Art de Donner Forme a la Nature - Jardin Press,2
133,3,800.0,800.0,"Lot de 5 très belles serviettes brodées à la main avec les lettres ""LB"", en lin et de couleur blanche. Lettres (L en relief et B ajouré) dans un des angles de la serviette. Contour de la serviette avec deux bordures en jour de Venise. Dimension 66 cm x 66 cm. Comme neuf.
",,,Blanc,20.0,mobilier - deco,"Lot de serviettes brodées main ""LB"" en lin",0
134,5,1080.0,810.0,"<p><strong>Robe Femme IMITZ</strong></p>
<p>Manches 3/4</p>
<p>Taille 38</p>
<p>Couleur Bleue Marine</p>
<p>Neuve avec Étiquette</p>",38,,Bleu,20.0,mode,IMITZ - T38 ( ref.d130 ),2
135,4,900.0,675.0,"<p><strong>Chemisier Femme ESPRIT</strong></p>
<p>Manches Longues</p>
<p>Taille 36</p>
<p>Couleur Beige - Imprimé Fleuri Rose</p>
<p>Col V</p>
<p>Très Bon Etat</p>",36,,Ecru,8.9,mode,ESPRIT - T36 ( ref.b90 ),0
136,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par François Bizot paru en 2000 aux éditions La Table Ronde<br/>Thème : LITTÉRATURE GÉNÉRALE - Romans.</strong></p><p>A propos de cet exemplaire de ""Le Portail"": couverture souple, format moyen , état acceptable.<br/>  Tranche légèrement tâchée Coins frottés. Code ISBN de référence pour ce livre : 9782710309741<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2000.0,,5.0,librairie,Le Portail - François Bizot,1
